"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2016","183.23","179.16","184.16","179.16","18.00M","2.34%"
"07/07/2016","179.04","176.78","180.43","176.78","12.13M","1.16%"
"07/06/2016","176.99","175.72","177.03","172.23","15.01M","0.72%"
"07/05/2016","175.72","179.85","179.85","174.17","14.98M","-2.90%"
"07/01/2016","180.97","175.89","181.22","175.29","19.66M","2.91%"
"06/30/2016","175.86","174.94","175.86","172.14","20.05M","0.56%"
"06/29/2016","174.88","172.54","175.39","171.57","11.48M","2.07%"
"06/28/2016","171.34","169.57","172.23","169.57","17.20M","1.44%"
"06/27/2016","168.90","172.09","172.09","165.82","21.34M","-1.85%"
"06/24/2016","172.09","181.49","181.49","171.23","34.72M","-5.18%"
"06/23/2016","181.49","179.07","181.49","179.07","12.52M","1.35%"
"06/22/2016","179.07","183.45","183.45","178.74","14.67M","-2.39%"
"06/21/2016","183.45","184.90","185.20","183.23","13.20M","-0.80%"
"06/20/2016","184.93","182.16","186.90","182.16","13.10M","1.52%"
"06/17/2016","182.16","181.19","184.06","181.14","20.17M","0.54%"
"06/16/2016","181.19","179.61","181.43","177.77","9.92M","0.62%"
"06/15/2016","180.08","178.73","182.20","178.73","9.85M","0.88%"
"06/14/2016","178.51","180.31","181.71","177.31","12.78M","-1.00%"
"06/13/2016","180.31","181.27","182.99","180.31","10.43M","-0.53%"
"06/10/2016","181.27","184.41","184.41","180.90","11.62M","-1.86%"
"06/09/2016","184.70","186.64","186.64","184.35","7.65M","-1.25%"
"06/08/2016","187.03","187.26","189.32","186.64","8.83M","-0.36%"
"06/07/2016","187.71","187.71","187.71","187.71","13.01M","1.97%"
"06/06/2016","184.09","182.42","184.24","181.72","10.91M","0.92%"
"06/03/2016","182.42","184.82","184.82","181.57","13.72M","-1.30%"
"06/02/2016","184.82","184.11","185.77","183.54","14.75M","0.29%"
"06/01/2016","184.29","189.20","189.20","182.52","21.54M","-2.62%"
"05/31/2016","189.25","189.08","190.52","188.17","14.04M","0.14%"
"05/27/2016","188.99","189.17","190.21","188.47","7.52M","-0.07%"
"05/26/2016","189.12","189.40","190.62","187.87","7.94M","-0.11%"
"05/25/2016","189.33","186.32","189.87","186.32","10.29M","1.62%"
"05/24/2016","186.32","184.14","186.46","184.14","8.59M","1.21%"
"05/23/2016","184.09","184.93","185.43","183.69","7.84M","-0.45%"
"05/20/2016","184.92","183.00","185.73","183.00","11.25M","1.03%"
"05/19/2016","183.04","183.89","184.48","181.34","10.66M","-0.46%"
"05/18/2016","183.89","182.50","185.96","182.34","9.18M","0.67%"
"05/17/2016","182.67","184.32","184.33","181.94","12.99M","-0.93%"
"05/16/2016","184.38","183.54","185.64","183.54","14.52M","0.46%"
"05/13/2016","183.54","185.63","187.39","182.96","11.02M","-1.13%"
"05/12/2016","185.63","185.60","187.34","183.30","11.14M","0.06%"
"05/11/2016","185.51","187.13","188.14","185.27","9.08M","-0.91%"
"05/10/2016","187.21","185.00","187.30","185.00","9.36M","1.23%"
"05/09/2016","184.94","186.94","187.37","184.57","9.73M","-1.07%"
"05/06/2016","186.94","185.36","187.51","184.22","11.93M","1.09%"
"05/05/2016","184.92","186.78","188.04","184.53","12.16M","-1.00%"
"05/04/2016","186.78","190.38","190.38","185.74","13.02M","-2.05%"
"05/03/2016","190.68","194.31","194.31","187.97","17.34M","-1.87%"
"05/02/2016","194.31","193.77","195.49","193.00","20.52M","0.28%"
"04/29/2016","193.77","199.26","199.36","192.56","22.83M","-2.76%"
"04/28/2016","199.26","196.68","201.55","196.39","25.16M","1.07%"
"04/27/2016","197.15","198.05","198.05","196.23","9.21M","-0.46%"
"04/26/2016","198.06","196.12","198.77","196.12","14.60M","1.01%"
"04/25/2016","196.07","196.65","197.36","194.88","10.08M","-0.48%"
"04/22/2016","197.01","197.36","198.48","195.79","13.86M","-0.13%"
"04/21/2016","197.27","196.21","200.01","196.05","19.06M","0.55%"
"04/20/2016","196.19","193.97","197.48","193.10","13.90M","1.20%"
"04/19/2016","193.87","192.70","195.15","191.27","15.14M","0.61%"
"04/18/2016","192.70","189.26","193.10","188.94","16.67M","1.80%"
"04/15/2016","189.30","190.31","190.59","188.14","12.69M","-0.57%"
"04/14/2016","190.39","190.56","192.02","189.96","13.71M","-0.09%"
"04/13/2016","190.56","185.99","190.86","185.99","14.46M","2.81%"
"04/12/2016","185.36","184.52","185.57","183.53","10.67M","0.46%"
"04/11/2016","184.52","183.48","187.51","183.48","14.19M","0.61%"
"04/08/2016","183.41","185.02","187.16","182.60","9.49M","-0.53%"
"04/07/2016","184.38","188.90","188.95","182.93","16.54M","-2.41%"
"04/06/2016","188.94","187.20","189.07","185.20","13.46M","0.82%"
"04/05/2016","187.40","186.81","188.06","183.78","14.02M","0.06%"
"04/04/2016","187.29","188.83","190.66","186.53","17.47M","-0.86%"
"04/01/2016","188.92","191.96","194.23","188.13","22.83M","-1.58%"
"03/31/2016","191.96","189.27","192.95","189.27","13.29M","1.44%"
"03/30/2016","189.24","189.72","192.38","188.74","11.69M","0.02%"
"03/29/2016","189.20","187.86","189.31","185.90","10.54M","0.64%"
"03/28/2016","187.99","187.19","189.43","187.05","8.40M","0.43%"
"03/24/2016","187.19","188.34","188.34","183.23","18.58M","-0.66%"
"03/23/2016","188.43","193.68","193.68","188.10","13.74M","-2.71%"
"03/22/2016","193.67","194.97","195.42","192.78","11.76M","-0.73%"
"03/21/2016","195.09","194.12","195.62","193.52","10.20M","0.64%"
"03/18/2016","193.84","192.14","194.46","192.02","21.94M","1.13%"
"03/17/2016","191.67","190.76","192.95","189.71","14.34M","0.58%"
"03/16/2016","190.57","186.48","190.72","186.24","13.21M","2.01%"
"03/15/2016","186.81","186.26","186.92","183.92","11.39M","-0.17%"
"03/14/2016","187.13","186.11","188.25","185.46","9.31M","0.38%"
"03/11/2016","186.42","184.98","186.64","184.90","12.50M","1.32%"
"03/10/2016","183.99","184.76","185.79","180.79","16.53M","-0.08%"
"03/09/2016","184.13","183.88","184.13","182.02","16.54M","0.32%"
"03/08/2016","183.55","187.56","187.56","182.90","16.24M","-2.43%"
"03/07/2016","188.12","186.80","189.53","185.13","13.20M","0.71%"
"03/04/2016","186.80","184.97","189.36","184.72","16.46M","0.96%"
"03/03/2016","185.03","179.96","185.12","179.65","17.34M","2.95%"
"03/02/2016","179.72","178.12","180.41","177.20","15.61M","0.89%"
"03/01/2016","178.14","174.54","179.50","174.52","25.71M","2.27%"
"02/29/2016","174.19","174.17","176.10","173.24","15.47M","0.01%"
"02/26/2016","174.18","173.07","175.64","173.07","13.80M","0.68%"
"02/25/2016","173.00","168.19","173.11","167.15","13.45M","2.82%"
"02/24/2016","168.25","171.09","171.09","161.98","23.93M","-1.66%"
"02/23/2016","171.09","172.51","173.92","170.62","13.25M","-0.94%"
"02/22/2016","172.71","167.05","172.71","167.05","14.28M","3.82%"
"02/19/2016","166.35","167.66","167.66","164.80","14.97M","-0.81%"
"02/18/2016","167.71","169.12","170.44","166.69","11.31M","-0.46%"
"02/17/2016","168.49","162.27","168.60","162.27","16.11M","3.83%"
"02/16/2016","162.27","157.89","162.27","157.89","17.31M","2.88%"
"02/12/2016","157.72","154.28","158.01","153.23","12.36M","2.69%"
"02/11/2016","153.59","156.73","159.19","153.17","28.46M","-1.22%"
"02/10/2016","155.49","157.10","160.46","155.31","14.15M","-0.63%"
"02/09/2016","156.48","159.68","161.69","155.00","17.73M","-2.00%"
"02/08/2016","159.68","160.57","161.10","157.05","18.34M","-0.96%"
"02/05/2016","161.23","163.38","164.91","160.53","14.97M","-1.61%"
"02/04/2016","163.87","163.38","165.60","159.77","18.83M","0.30%"
"02/03/2016","163.38","166.65","168.58","158.75","25.62M","-1.86%"
"02/02/2016","166.48","172.84","172.84","164.99","20.69M","-3.74%"
"02/01/2016","172.95","170.33","173.81","166.91","13.88M","1.54%"
"01/29/2016","170.33","167.29","170.33","167.16","22.69M","1.88%"
"01/28/2016","167.18","167.86","169.97","161.95","23.14M","-0.33%"
"01/27/2016","167.74","170.68","171.41","166.25","17.57M","-1.73%"
"01/26/2016","170.69","169.07","171.11","167.82","14.76M","0.96%"
"01/25/2016","169.07","171.22","171.92","168.92","14.20M","-1.23%"
"01/22/2016","171.18","170.78","174.53","169.75","18.41M","0.34%"
"01/21/2016","170.60","169.19","173.67","167.97","19.75M","0.77%"
"01/20/2016","169.30","170.46","171.46","163.37","23.37M","-0.79%"
"01/19/2016","170.64","171.24","173.30","168.35","18.56M","-0.26%"
"01/15/2016","171.09","174.46","174.46","166.86","29.50M","-1.93%"
"01/14/2016","174.46","174.26","176.32","168.70","24.69M","0.26%"
"01/13/2016","174.00","179.23","182.46","172.59","32.62M","-2.73%"
"01/12/2016","178.89","178.72","181.39","175.90","19.22M","0.40%"
"01/11/2016","178.17","176.00","179.32","174.90","18.68M","1.19%"
"01/08/2016","176.07","178.52","182.52","175.67","17.24M","-1.33%"
"01/07/2016","178.45","183.83","183.83","177.42","19.14M","-3.02%"
"01/06/2016","184.01","190.37","190.37","182.80","22.66M","-3.69%"
"01/05/2016","191.07","194.87","195.10","189.22","20.06M","-1.70%"
"01/04/2016","194.38","198.73","198.73","191.76","19.15M","-2.29%"
"12/31/2015","198.93","199.68","200.46","198.91","10.12M","-0.44%"
